result.id
/c/en/ml_b.com
/c/en/fangraphs
/c/en/seattle_mariner_hall_of_fame
/c/en/baseball-reference.com
/c/en/hobby
/c/en/baseball_player
/c/en/music_group
/c/en/organization
/c/en/organisation
/c/en/band
/c/en/person
/c/en/athlete
/c/en/gridiron_football_player
/c/en/activity
/c/en/sport
/c/en/c++
/c/en/perl
/c/en/firewood
/c/en/speech
/c/en/good_before_all_player
/c/en/not_play_professionally
/c/en/popular_sport
/c/en/game
